Rep,Row,Pos,Fert,PlotIndex,PlotID,Plant,Genotype,SeedTreatment,R_Year,ERA,BG_activity.g,BX_activity.g,CB_activity.g,LAP_activity.g,NAG_activity.g,TimePoint,Stage,kgdw_ha,FracN.leco,FracC.leco,kgN_ha,RGR,AGR,Nprod,NupR,d15N,X15N_AtPercent,FracN,FracN_fromSoil,FracN_fromFert,kgFertN_ha,kgSoilN_ha
2,3,d,170,96,2-3d_170,1939,1939,Treated,1939,1,64.64446687,14.17755818,14.32037176,48.11335978,20.59138423,T1,V6,283.8,0.021616,0.42386,6.1346208,0.059399991,7.4,1.206268528,0.124415336,NA,NA,NA,NA,NA,NA,NA
3,5,c,0,175,3-5c_0,1939,1939,Treated,1939,1,112.2519983,23.70093721,27.93186407,91.53027933,43.17636734,T1,V6,195.9,0.019737,0.41824,3.8664783,0.051513492,4.958333333,1.282390059,0.076156985,NA,NA,NA,NA,NA,NA,NA
3,5,c,85,176,3-5c_85,1939,1939,Treated,1939,1,83.76845457,25.1045821,23.55987785,49.22809977,22.77454859,T1,V6,189.9,0.024337,0.41986,4.6215963,0.050851647,4.791666667,1.036799053,0.092223326,NA,NA,NA,NA,NA,NA,NA
3,5,c,170,177,3-5c_170,1939,1939,Treated,1939,1,74.45039247,21.77484224,22.76532868,51.22148974,20.16613761,T1,V6,301.5,0.025878,0.41664,7.802217,0.06068723,7.891666667,1.011464647,0.159896106,NA,NA,NA,NA,NA,NA,NA
4,3,b,170,208,4-3b_170,1939,1939,Treated,1939,1,131.1072916,23.80246317,22.99487575,46.16137243,22.88537634,T1,V6,305.1,0.026877,0.42543,8.2001727,0.060939774,7.991666667,0.97457297,0.168363249,NA,NA,NA,NA,NA,NA,NA
4,3,b,85,209,4-3b_85,1939,1939,Treated,1939,1,104.1964564,20.39073776,18.23437988,62.73321771,29.84794325,T1,V6,333,0.025922,0.42158,8.632026,0.062801538,8.766666667,1.015597806,0.177551617,NA,NA,NA,NA,NA,NA,NA
4,3,b,0,210,4-3b_0,1939,1939,Treated,1939,1,61.14265891,15.29988998,13.93891013,39.96185396,17.77716074,T1,V6,255.6,0.020808,0.4168,5.3185248,0.057173266,6.616666667,1.244079311,0.107051591,NA,NA,NA,NA,NA,NA,NA
1,3,b,85,30,1-3b_85,1939-High,1939,Treated,1939,1,NA,NA,NA,NA,NA,T1,V6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,a,85,75,2-2a_85,1939-High,1939,Treated,1939,1,NA,NA,NA,NA,NA,T1,V6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,a,85,170,3-5a_85,1939-High,1939,Treated,1939,1,NA,NA,NA,NA,NA,T1,V6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,c,85,187,4-1c_85,1939-High,1939,Treated,1939,1,NA,NA,NA,NA,NA,T1,V6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,b,85,28,1-3b_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,NA,NA,T1,V6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,a,85,73,2-2a_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,NA,NA,T1,V6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,a,85,169,3-5a_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,NA,NA,T1,V6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,c,85,189,4-1c_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,NA,NA,T1,V6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,b,170,16,1-2b_170,1939,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,6081,0.014188,0.43983,86.277228,0.11543434,187.4709677,2.172890484,2.867154067,1277.528852,0.830380429,0.015077796,0.271303901,0.728696099,66.81274442,24.87533306
1,2,b,85,17,1-2b_85,1939,1939,Treated,1939,1,86.27233649,17.84434141,20.13754793,135.2741427,20.30095918,T2,R1,3792,0.013131,0.43453,49.792752,0.105160139,115.1709677,2.313006675,1.632386811,671.2750271,0.610691902,0.012725231,0.622692328,0.377307672,18.20663306,30.04744289
1,2,b,0,18,1-2b_0,1939,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,1645.5,0.011061,0.41849,18.2008755,0.087615017,48.09677419,2.642552782,0.549510833,15.23611225,0.37186357,0.011216055,1.00469458,-0.00469458,-0.086643248,18.54266175
2,3,d,85,94,2-3d_85,1939,1939,Treated,1939,1,70.63118752,17.96509455,12.77478016,155.8985078,20.0869118,T2,R1,5539.5,0.010082,0.43884,55.849239,0.079973544,158.0709677,2.830315517,1.551213761,521.9245819,0.556422192,0.010090519,0.709495896,0.290504104,16.2381423,39.6582877
2,3,d,0,95,2-3d_0,1939,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,4419,0.0077308,0.4285,34.1624052,0.069084159,120.4741935,3.526513805,0.752175989,20.32485579,0.373720524,0.007663465,1.00172441,-0.00172441,-0.058396896,33.92324873
2,3,d,170,96,2-3d_170,1939,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,4528.5,0.015165,0.44151,68.6747025,0.10258801,136.9258065,1.993831811,2.316299322,1072.55138,0.756211384,0.016156686,0.389936151,0.610063849,44.63565725,28.52989304
3,5,c,0,175,3-5c_0,1939,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,3901.5,0.010434,0.42622,40.708251,0.110796743,119.5354839,2.936394488,1.3645101,25.57897293,0.375637752,0.010032443,0.998657833,0.001342167,0.052534515,39.08904185
3,5,c,85,176,3-5c_85,1939,1939,Treated,1939,1,104.0713035,18.27176509,17.7080244,164.4201236,18.13206409,T2,R1,5109,0.011493,0.43466,58.717737,0.121935606,158.6806452,2.702431212,2.003560767,677.4073093,0.612918934,0.012663166,0.619130224,0.380869776,24.64079484,40.05532026
3,5,c,170,177,3-5c_170,1939,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,6405,0.014906,0.44118,95.47293,0.113187563,196.8870968,2.062229543,3.247063444,1113.911632,0.77118611,0.014879205,0.365984305,0.634015695,60.422525,34.87878302
4,3,b,170,208,4-3b_170,1939,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,5139,0.012845,0.43736,66.010455,0.104591637,155.9322581,2.362235771,2.141121567,860.7748442,0.679465553,0.013382838,0.512689929,0.487310071,33.51445995,35.25994453
4,3,b,85,209,4-3b_85,1939,1939,Treated,1939,1,73.47867021,19.64070293,19.05093339,177.8155858,29.80635508,T2,R1,5706,0.012084,0.43792,68.951304,0.105227076,173.3225806,2.513695472,2.234047333,471.6106827,0.538126202,0.012313404,0.738760051,0.261239949,18.35479278,51.90549045
4,3,b,0,210,4-3b_0,1939,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,2790,0.010778,0.42872,30.07062,0.088525302,81.75483871,2.718761326,0.916744267,16.5901192,0.372357673,0.011153504,1.003904269,-0.003904269,-0.121494135,31.2397703
1,3,b,85,30,1-3b_85,1939-High,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,a,85,75,2-2a_85,1939-High,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,a,85,170,3-5a_85,1939-High,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,c,85,187,4-1c_85,1939-High,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,b,85,28,1-3b_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,a,85,73,2-2a_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,a,85,169,3-5a_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,c,85,189,4-1c_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,NA,NA,T2,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,b,170,16,1-2b_170,1939,1939,Treated,1939,1,123.3897818,30.13991388,33.29763381,219.5503757,35.55785312,T3,R3,8172,0.0092933,0.43233,2.50361502,0.011821781,90.91304348,36.31270892,-3.350944519,NA,NA,NA,NA,NA,NA,NA
1,2,b,85,17,1-2b_85,1939,1939,Treated,1939,1,109.8432837,30.73782916,22.81704916,238.2063359,26.13779665,T3,R3,8829,0.0088007,0.43442,1.95111519,0.033805927,219,112.2435011,-1.913665472,NA,NA,NA,NA,NA,NA,NA
1,2,b,0,18,1-2b_0,1939,1939,Treated,1939,1,100.1899658,25.99065897,25.59635138,232.7641934,28.05134342,T3,R3,3993,0.0054621,0.42354,0.84389445,0.035459942,102.0652174,120.9454777,-0.694279242,NA,NA,NA,NA,NA,NA,NA
2,3,d,85,94,2-3d_85,1939,1939,Treated,1939,1,106.5445195,39.50057063,35.66396639,243.4007118,37.33737642,T3,R3,9504,0.0077104,0.43913,4.92925872,0.021592341,172.3695652,34.96865858,-2.036799211,NA,NA,NA,NA,NA,NA,NA
2,3,d,0,95,2-3d_0,1939,1939,Treated,1939,1,104.3132242,33.24185832,37.15486201,211.7653354,29.0461349,T3,R3,5958,0.005745,0.4294,3.9313035,0.011952857,66.91304348,17.02057434,-1.209244068,NA,NA,NA,NA,NA,NA,NA
2,3,d,170,96,2-3d_170,1939,1939,Treated,1939,1,110.7935217,33.56168707,33.95914059,194.2067488,32.91473086,T3,R3,9405,0.0093185,0.43857,2.6445903,0.029234028,212.0217391,80.17186599,-2.641204488,NA,NA,NA,NA,NA,NA,NA
3,5,c,0,175,3-5c_0,1939,1939,Treated,1939,1,111.1070685,29.77588275,34.45304603,195.5917378,32.10247835,T3,R3,5052,0.006252,0.42482,1.2247668,0.010336924,50.02173913,40.84184771,-1.579339368,NA,NA,NA,NA,NA,NA,NA
3,5,c,85,176,3-5c_85,1939,1939,Treated,1939,1,81.67696311,25.65155317,23.84236601,211.037005,28.85872829,T3,R3,9876,0.0085671,0.43237,1.62689229,0.026364155,207.2608696,127.3967987,-2.283633788,NA,NA,NA,NA,NA,NA,NA
3,5,c,170,177,3-5c_170,1939,1939,Treated,1939,1,94.41679401,26.39047084,28.7932669,203.5305905,35.43609,T3,R3,10656,0.011248,0.43286,3.391272,0.020361767,184.826087,54.50051985,-3.68326632,NA,NA,NA,NA,NA,NA,NA
4,3,b,170,208,4-3b_170,1939,1939,Treated,1939,1,94.77464632,24.39401685,29.21953232,194.0688013,38.56280853,T3,R3,11604,0.0097629,0.4333,2.97866079,0.032579654,281.0869565,94.36689047,-2.521271768,NA,NA,NA,NA,NA,NA,NA
4,3,b,85,209,4-3b_85,1939,1939,Treated,1939,1,100.2518274,24.27398981,29.74323573,190.3942303,35.48289817,T3,R3,11979,0.0075403,0.4325,2.5109199,0.029665475,272.7391304,108.6211991,-2.657615364,NA,NA,NA,NA,NA,NA,NA
4,3,b,0,210,4-3b_0,1939,1939,Treated,1939,1,96.56302304,23.00736701,22.87655057,148.9413307,33.35303718,T3,R3,3438,0.0060905,0.42232,1.5567318,0.008353932,28.17391304,18.09811622,-1.140555528,NA,NA,NA,NA,NA,NA,NA
1,3,b,85,30,1-3b_85,1939-High,1939,Treated,1939,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,a,85,75,2-2a_85,1939-High,1939,Treated,1939,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,a,85,170,3-5a_85,1939-High,1939,Treated,1939,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,c,85,187,4-1c_85,1939-High,1939,Treated,1939,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,b,85,28,1-3b_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,a,85,73,2-2a_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,a,85,169,3-5a_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,c,85,189,4-1c_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,c,0,43,1-4c_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,c,85,44,1-4c_85,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,c,170,45,1-4c_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,b,170,100,2-4b_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,b,85,101,2-4b_85,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,b,0,102,2-4b_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,b,170,172,3-5b_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,b,85,173,3-5b_85,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,b,0,174,3-5b_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,a,85,193,4-2a_85,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,a,0,194,4-2a_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,a,170,195,4-2a_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,c,0,43,1-4c_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T1,V6,240,0.021099,0.41062,5.06376,0.055833377,6.183333333,1.22109526,0.101631064,NA,NA,NA,NA,NA,NA,NA
1,4,c,85,44,1-4c_85,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T1,V6,318.6,0.021967,0.40723,6.9986862,0.061860983,8.366666667,1.195462466,0.142799706,NA,NA,NA,NA,NA,NA,NA
1,4,c,170,45,1-4c_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T1,V6,358.8,0.029471,0.41854,10.5741948,0.064389254,9.483333333,0.896837396,0.218874357,NA,NA,NA,NA,NA,NA,NA
2,4,b,170,100,2-4b_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T1,V6,440.7,0.031499,0.4143,13.8816093,0.068763706,11.75833333,0.847043961,0.289244879,NA,NA,NA,NA,NA,NA,NA
2,4,b,85,101,2-4b_85,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T1,V6,378.6,0.025673,0.41668,9.7197978,0.065532128,10.03333333,1.032257413,0.200695698,NA,NA,NA,NA,NA,NA,NA
2,4,b,0,102,2-4b_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T1,V6,196.5,0.024494,0.41918,4.813071,0.051578558,4.975,1.033643593,0.096297255,NA,NA,NA,NA,NA,NA,NA
3,5,b,170,172,3-5b_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T1,V6,263.1,0.031371,0.41936,8.2537101,0.057788595,6.825,0.826900862,0.169502343,NA,NA,NA,NA,NA,NA,NA
3,5,b,85,173,3-5b_85,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T1,V6,225.6,0.029094,0.41848,6.5636064,0.054516879,5.783333333,0.881121289,0.133542689,NA,NA,NA,NA,NA,NA,NA
3,5,b,0,174,3-5b_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T1,V6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,a,85,193,4-2a_85,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T1,V6,598.8,0.029599,0.42951,17.7238812,0.075286329,16.15,0.911199969,0.370995345,NA,NA,NA,NA,NA,NA,NA
4,2,a,0,194,4-2a_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T1,V6,251.4,0.021457,0.42602,5.3942898,0.056820747,6.5,1.204977901,0.108663613,NA,NA,NA,NA,NA,NA,NA
4,2,a,170,195,4-2a_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T1,V6,282,0.028079,0.4263,7.918278,0.059264614,7.35,0.928232123,0.162365489,NA,NA,NA,NA,NA,NA,NA
1,4,c,0,43,1-4c_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T2,R1,2101.5,0.011334,0.42471,23.818401,0.080361768,60.0483871,2.521092289,0.694616333,NA,NA,NA,NA,NA,NA,NA
1,4,c,85,44,1-4c_85,1942,1942,Treated,1942,1,88.21731795,19.60371285,24.4939014,157.6214822,29.70118081,T2,R1,5313,0.013843,0.43392,73.547859,0.104221316,161.1096774,2.190542044,2.464784178,NA,NA,NA,NA,NA,NA,NA
1,4,c,170,45,1-4c_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T2,R1,6012,0.011925,0.43301,71.6931,0.10439806,182.3612903,2.543637956,2.263663156,NA,NA,NA,NA,NA,NA,NA
2,4,b,170,100,2-4b_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T2,R1,4755,0.0178355,0.433165,84.8078025,0.088095837,139.1709677,1.641016082,2.626896044,NA,NA,NA,NA,NA,NA,NA
2,4,b,85,101,2-4b_85,1942,1942,Treated,1942,1,60.64676988,13.42237954,13.72386361,113.8595581,13.8229804,T2,R1,5398.5,0.016546,0.43877,89.323581,0.098422081,161.9322581,1.812872438,2.948288267,NA,NA,NA,NA,NA,NA,NA
2,4,b,0,102,2-4b_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T2,R1,1722,0.01156,0.41855,19.90632,0.080391824,49.20967742,2.472063014,0.559009222,NA,NA,NA,NA,NA,NA,NA
3,5,b,170,172,3-5b_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T2,R1,7195.5,0.015136,0.43279,108.911088,0.12254359,223.6258065,2.053287783,3.728051033,NA,NA,NA,NA,NA,NA,NA
3,5,b,85,173,3-5b_85,1942,1942,Treated,1942,1,96.13858656,19.94121673,21.15952647,167.3094608,20.13403573,T2,R1,5217,0.014759,0.43353,76.997703,0.116330159,161.0129032,2.091139046,2.608670244,NA,NA,NA,NA,NA,NA,NA
3,5,b,0,174,3-5b_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T2,R1,3088.5,0.013244,0.42627,40.904094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,a,85,193,4-2a_85,1942,1942,Treated,1942,1,97.99424746,20.32559809,17.49013936,158.7518969,18.35227956,T2,R1,4525.5,0.0052946,0.2160181,23.9607123,0.07490947,126.6677419,5.286476477,0.230993744,NA,NA,NA,NA,NA,NA,NA
4,2,a,0,194,4-2a_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T2,R1,2272.5,0.011865,0.4244,26.9632125,0.08154039,65.19677419,2.417989852,0.798848989,NA,NA,NA,NA,NA,NA,NA
4,2,a,170,195,4-2a_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T2,R1,5571,0.015592,0.4324,86.863032,0.11049714,170.6129032,1.964160118,2.923879778,NA,NA,NA,NA,NA,NA,NA
1,4,c,0,43,1-4c_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,c,85,44,1-4c_85,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,c,170,45,1-4c_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,b,170,100,2-4b_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,b,85,101,2-4b_85,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,b,0,102,2-4b_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,b,170,172,3-5b_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,b,85,173,3-5b_85,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,b,0,174,3-5b_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,a,85,193,4-2a_85,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,a,0,194,4-2a_0,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,a,170,195,4-2a_170,1942,1942,Treated,1942,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,a,85,37,1-4a_85,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,a,0,38,1-4a_0,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,a,170,39,1-4a_170,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,5,c,0,115,2-5c_0,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,5,c,85,116,2-5c_85,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,5,c,170,117,2-5c_170,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,a,85,145,3-3a_85,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,a,0,146,3-3a_0,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,a,170,147,3-3a_170,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,b,170,184,4-1b_170,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,b,85,185,4-1b_85,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,b,0,186,4-1b_0,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,a,85,37,1-4a_85,1953,1953,Treated,1953,1,61.81809753,13.98120983,11.54319414,35.58706381,16.21771077,T1,V6,570.3,0.029222,0.42536,16.6653066,0.074248773,15.35833333,0.921575204,0.348472481,NA,NA,NA,NA,NA,NA,NA
1,4,a,0,38,1-4a_0,1953,1953,Treated,1953,1,57.3868113,13.89919387,15.10179245,31.19652777,14.13096293,T1,V6,289.8,0.020714,0.40547,6.0029172,0.059845124,7.566666667,1.260498257,0.121613132,NA,NA,NA,NA,NA,NA,NA
1,4,a,170,39,1-4a_170,1953,1953,Treated,1953,1,80.84751262,12.69425648,15.13109411,35.43456342,17.356255,T1,V6,454.8,0.023853,0.42165,10.8483444,0.069433778,12.15,1.119986567,0.224707328,NA,NA,NA,NA,NA,NA,NA
2,5,c,0,115,2-5c_0,1953,1953,Treated,1953,1,148.7680746,29.4193168,39.94235281,68.79435955,31.22254339,T1,V6,397.8,0.022694,0.41591,9.0276732,0.066584663,10.56666667,1.170475097,0.185969643,NA,NA,NA,NA,NA,NA,NA
2,5,c,85,116,2-5c_85,1953,1953,Treated,1953,1,133.0327658,28.10638314,30.24193541,60.32269814,30.71818637,T1,V6,379.2,0.027262,0.41985,10.3377504,0.065565821,10.05,0.972165085,0.213843626,NA,NA,NA,NA,NA,NA,NA
