Rep,Row,Pos,Fert,PlotIndex,PlotID,Plant,Genotype,SeedTreatment,R_Year,ERA,BG_activity.g,BX_activity.g,CB_activity.g,LAP_activity.g,NAG_activity.g,TimePoint,Stage,kgdw_ha,FracN.leco,FracC.leco,kgN_ha,RGR,AGR,Nprod,NupR,d15N,X15N_AtPercent,FracN,FracN_fromSoil,FracN_fromFert,kgFertN_ha,kgSoilN_ha
2,5,c,170,117,2-5c_170,1953,1953,Treated,1953,1,56.99026982,12.17811857,10.72510613,32.358447,12.93321621,T1,V6,563.7,0.029235,0.42697,16.4797695,0.074001106,15.175,0.920825986,0.344524883,NA,NA,NA,NA,NA,NA,NA
3,3,a,85,145,3-3a_85,1953,1953,Treated,1953,1,80.88807959,23.6561195,25.05269301,47.95973185,18.80879106,T1,V6,622.2,0.027693,0.42412,17.2305846,0.076101944,16.8,0.975010447,0.360499672,NA,NA,NA,NA,NA,NA,NA
3,3,a,0,146,3-3a_0,1953,1953,Treated,1953,1,65.57475213,20.96838005,16.36252132,41.26991435,16.45602145,T1,V6,229.5,0.022803,0.41551,5.2332885,0.054881549,5.891666667,1.125805823,0.105238053,NA,NA,NA,NA,NA,NA,NA
3,3,a,170,147,3-3a_170,1953,1953,Treated,1953,1,75.89496755,19.41658615,22.23185918,54.87685107,24.14839877,T1,V6,968.1,0.029642,0.42609,28.6964202,0.08550777,26.40833333,0.920265774,0.604453621,NA,NA,NA,NA,NA,NA,NA
4,1,b,170,184,4-1b_170,1953,1953,Treated,1953,1,88.31789668,21.33633164,17.91536281,46.09274995,21.78895477,T1,V6,180.6,0.033888,0.42137,6.1201728,0.049783286,4.533333333,0.740719826,0.124107932,NA,NA,NA,NA,NA,NA,NA
4,1,b,85,185,4-1b_85,1953,1953,Treated,1953,1,86.65202714,19.74860081,20.60627475,57.87997952,27.26368659,T1,V6,269.7,0.030474,0.42091,8.2188378,0.058315745,7.008333333,0.852715859,0.168760379,NA,NA,NA,NA,NA,NA,NA
4,1,b,0,186,4-1b_0,1953,1953,Treated,1953,1,94.75993049,19.36269501,27.66074676,56.61070608,25.64171415,T1,V6,381,0.022858,0.42072,8.708898,0.065666578,10.1,1.159733413,0.179187191,NA,NA,NA,NA,NA,NA,NA
1,4,a,85,37,1-4a_85,1953,1953,Treated,1953,1,69.1733285,21.42874217,17.11624601,178.1489019,17.6905288,T2,R1,4857,0.0098053,0.43517,47.6243421,0.079333841,138.2806452,2.903570717,1.146630944,707.5343927,0.623858591,0.008783393,0.601632411,0.398367589,16.99473573,25.66620407
1,4,a,0,38,1-4a_0,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T2,R1,2719.5,0.0093064,0.42318,25.3087548,0.082926381,78.37741935,3.096850081,0.715031022,22.69199615,0.374584303,0.009417512,1.00034281,-0.00034281,-0.008779674,25.6197022
1,4,a,170,39,1-4a_170,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T2,R1,7416,0.012656,0.43876,93.856896,0.103390272,224.5548387,2.3925236,3.0743908,1040.447765,0.744584963,0.01262086,0.408532432,0.591467568,55.35917463,38.23712313
2,5,c,0,115,2-5c_0,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T2,R1,5352,0.0098962,0.43438,52.9644624,0.09626949,159.8129032,3.017361,1.627288489,21.01318815,0.373971701,0.010012818,1.001322657,-0.001322657,-0.070879353,53.65948129
2,5,c,85,116,2-5c_85,1953,1953,Treated,1953,1,108.7190912,22.97085689,22.19922278,165.9828479,24.83865793,T2,R1,6858,0.013587,0.44557,93.179646,0.107226199,208.9935484,2.242909877,3.068218356,634.2229556,0.597233757,0.013667188,0.644218424,0.355781576,33.34725599,60.38231932
2,5,c,170,117,2-5c_170,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T2,R1,7453.5,0.014116,0.44276,105.213606,0.095626548,222.2516129,2.112384713,3.286438389,1098.386683,0.76556574,0.014358573,0.374974001,0.625025999,66.89129737,40.13032649
3,3,a,85,145,3-3a_85,1953,1953,Treated,1953,1,75.94259457,23.26406133,17.72248706,204.6604798,17.36803732,T2,R1,6622.5,0.010301,0.43452,68.2183725,0.087591357,193.5580645,2.837330435,1.888436589,726.1839803,0.630629368,0.010343804,0.590802657,0.409197343,28.03077173,40.47107026
3,3,a,0,146,3-3a_0,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T2,R1,2958,0.0084448,0.4242,24.9797184,0.094680208,88.01612903,3.523503653,0.731349256,28.12127388,0.376565411,0.008838965,0.997174057,0.002825943,0.073886138,26.07177233
3,3,a,170,147,3-3a_170,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T2,R1,6241.5,0.012403,0.44362,77.4133245,0.06902372,170.1096774,2.197421161,1.804329789,1045.650792,0.74646944,0.013577577,0.40551824,0.59448176,50.37902793,34.36541891
4,1,b,170,184,4-1b_170,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T2,R1,6360,0.0145742,3.97E-05,92.691912,0.131907371,199.3354839,2.150516475,3.206360711,1155.051531,0.786076574,0.0145742,0.342167237,0.657832763,60.9757766,31.7161354
4,1,b,85,185,4-1b_85,1953,1953,Treated,1953,1,128.4536964,23.39395937,30.23594598,168.8379054,28.00228526,T2,R1,5202,0.010925,0.4341,56.83185,0.109610675,159.1064516,2.799600077,1.800481933,669.2981858,0.60997396,0.011244494,0.623840666,0.376159334,22.00300961,36.49084557
4,1,b,0,186,4-1b_0,1953,1953,Treated,1953,1,NA,NA,NA,NA,NA,T2,R1,4387.5,0.012794,0.42487,56.133675,0.090507981,129.2419355,2.302395763,1.756473222,45.80248863,0.383016627,0.009452728,0.986855436,0.013144564,0.545155593,40.92868851
1,4,a,85,37,1-4a_85,1953,1953,Treated,1953,1,102.5140281,26.03076821,27.91099543,208.8780738,23.32548212,T3,R3,9786,0.0064663,0.43738,3.68773089,0.028021273,214.3043478,58.11279462,-1.757464448,NA,NA,NA,NA,NA,NA,NA
1,4,a,0,38,1-4a_0,1953,1953,Treated,1953,1,74.32259744,18.69444737,21.25638891,204.1833744,17.03658537,T3,R3,6786,0.0061064,0.42868,1.76963472,0.036576545,176.8043478,99.91008078,-0.941564803,NA,NA,NA,NA,NA,NA,NA
1,4,a,170,39,1-4a_170,1953,1953,Treated,1953,1,110.1839341,27.49292486,25.95872147,229.1064928,26.26653239,T3,R3,13947,0.0091742,0.43619,4.17242616,0.025264984,283.9565217,68.05549358,-3.587378794,NA,NA,NA,NA,NA,NA,NA
2,5,c,0,115,2-5c_0,1953,1953,Treated,1953,1,83.52694509,19.35486488,17.45855038,163.8572362,23.52244268,T3,R3,6297,0.006462,0.43059,2.5705836,0.00650412,41.08695652,15.98351305,-2.015755152,NA,NA,NA,NA,NA,NA,NA
2,5,c,85,116,2-5c_85,1953,1953,Treated,1953,1,93.92713917,30.17110379,26.3658572,198.3458144,25.20219893,T3,R3,9780,0.0081529,0.43547,3.09157968,0.014196945,127.0434783,41.09338636,-3.603522653,NA,NA,NA,NA,NA,NA,NA
2,5,c,170,117,2-5c_170,1953,1953,Treated,1953,1,108.0629772,39.98681689,33.98168012,228.1862046,25.83383635,T3,R3,11529,0.0099724,0.44097,5.62144188,0.017447275,177.1956522,31.52138828,-3.983686565,NA,NA,NA,NA,NA,NA,NA
3,3,a,85,145,3-3a_85,1953,1953,Treated,1953,1,85.90601593,25.19349672,22.5573237,208.2220571,25.29025584,T3,R3,11595,0.007488,0.43358,4.6590336,0.022404041,216.1956522,46.40354003,-2.542373556,NA,NA,NA,NA,NA,NA,NA
3,3,a,0,146,3-3a_0,1953,1953,Treated,1953,1,91.21338109,29.86832808,28.10019714,195.5817977,30.94580732,T3,R3,6183,0.0065161,0.41938,1.49544495,0.029491609,140.2173913,93.76299094,-0.939370938,NA,NA,NA,NA,NA,NA,NA
3,3,a,170,147,3-3a_170,1953,1953,Treated,1953,1,108.4592796,27.15460686,30.44348768,196.5321582,30.87547059,T3,R3,10833,0.008238,0.43875,7.9752078,0.02205506,199.6304348,25.03137721,-2.777524668,NA,NA,NA,NA,NA,NA,NA
4,1,b,170,184,4-1b_170,1953,1953,Treated,1953,1,98.9713518,28.37440486,28.30748409,222.7300283,30.60268551,T3,R3,10797,0.0090916,0.43546,1.64194296,0.021169598,192.9130435,117.4907096,-3.641998762,NA,NA,NA,NA,NA,NA,NA
4,1,b,85,185,4-1b_85,1953,1953,Treated,1953,1,98.72871165,25.13350725,30.17409898,227.3326605,24.49404535,T3,R3,9603,0.0073445,0.43421,1.98081165,0.024521295,191.3478261,96.60071723,-2.194041534,NA,NA,NA,NA,NA,NA,NA
4,1,b,0,186,4-1b_0,1953,1953,Treated,1953,1,132.6019064,37.99273726,44.59597029,224.1397423,42.7616713,T3,R3,7221,0.0060737,0.43267,2.3140797,0.019929354,123.1956522,53.23742833,-2.152783812,NA,NA,NA,NA,NA,NA,NA
1,1,d,85,10,1-1d_85,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,d,0,11,1-1d_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,d,170,12,1-1d_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,a,85,97,2-4a_85,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,a,0,98,2-4a_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,a,170,99,2-4a_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,d,85,142,3-2d_85,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,d,0,143,3-2d_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,d,170,144,3-2d_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5,c,0,235,4-5c_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5,c,85,236,4-5c_85,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5,c,170,237,4-5c_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,d,85,10,1-1d_85,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T1,V6,774,0.021387,0.42255,16.553538,0.080746844,21.01666667,1.26961781,0.346094426,NA,NA,NA,NA,NA,NA,NA
1,1,d,0,11,1-1d_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T1,V6,1047.3,0.020104,0.4229,21.0549192,0.087180862,28.60833333,1.358748189,0.441868494,NA,NA,NA,NA,NA,NA,NA
1,1,d,170,12,1-1d_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T1,V6,526.5,0.035805,0.41488,18.8513325,0.072548535,14.14166667,0.750168014,0.39498367,NA,NA,NA,NA,NA,NA,NA
2,4,a,85,97,2-4a_85,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T1,V6,299.1,0.023436,0.42149,7.0097076,0.060517186,7.825,1.116309045,0.143034204,NA,NA,NA,NA,NA,NA,NA
2,4,a,0,98,2-4a_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T1,V6,272.1,0.021403,0.41876,5.8237563,0.058504243,7.075,1.214851659,0.117801198,NA,NA,NA,NA,NA,NA,NA
2,4,a,170,99,2-4a_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T1,V6,478.5,0.028454,0.41976,13.615239,0.070514596,12.80833333,0.940735108,0.283577426,NA,NA,NA,NA,NA,NA,NA
3,2,d,85,142,3-2d_85,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T1,V6,1867.8,0.028972,0.4235,54.1139016,0.099490348,51.4,0.949848347,1.145251098,NA,NA,NA,NA,NA,NA,NA
3,2,d,0,143,3-2d_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T1,V6,1300.8,0.019844,0.42971,25.8130752,0.091792862,35.65,1.381083026,0.543105855,NA,NA,NA,NA,NA,NA,NA
3,2,d,170,144,3-2d_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T1,V6,973.8,0.030611,0.42463,29.8089918,0.085632675,26.56666667,0.891229963,0.628125357,NA,NA,NA,NA,NA,NA,NA
4,5,c,0,235,4-5c_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T1,V6,448.5,0.021907,0.4284,9.8252895,0.069136989,11.975,1.218793604,0.202940202,NA,NA,NA,NA,NA,NA,NA
4,5,c,85,236,4-5c_85,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T1,V6,321.9,0.019515,0.42341,6.2818785,0.062080228,8.458333333,1.346465605,0.127548479,NA,NA,NA,NA,NA,NA,NA
4,5,c,170,237,4-5c_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T1,V6,907.5,0.024369,0.43059,22.1148675,0.084132412,24.725,1.118026142,0.464420585,NA,NA,NA,NA,NA,NA,NA
1,1,d,85,10,1-1d_85,1953U,1953,Untreated,1953,1,62.93867207,17.38000329,15.36682282,166.4242978,22.01679293,T2,R1,7852.5,0.012229,0.43535,96.0282225,0.085815384,228.3387097,2.377829181,2.943506833,NA,NA,NA,NA,NA,NA,NA
1,1,d,0,11,1-1d_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T2,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,d,170,12,1-1d_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T2,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,a,85,97,2-4a_85,1953U,1953,Untreated,1953,1,90.33518813,16.19081825,18.73310353,151.8480659,23.42886815,T2,R1,5425.5,0.012043,0.43623,65.3392965,0.107336569,165.3677419,2.530907904,2.160355144,NA,NA,NA,NA,NA,NA,NA
2,4,a,0,98,2-4a_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T2,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,a,170,99,2-4a_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T2,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,d,85,142,3-2d_85,1953U,1953,Untreated,1953,1,84.8601421,20.00205845,22.92140693,149.3937802,25.24908469,T2,R1,9322.5,0.014535,0.44185,135.5025375,0.059543317,240.4741935,1.774684061,3.014393922,NA,NA,NA,NA,NA,NA,NA
3,2,d,0,143,3-2d_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T2,R1,7122,0.0069126,0.43329,49.2315372,0.062970708,187.7806452,3.814234855,0.867350444,NA,NA,NA,NA,NA,NA,NA
3,2,d,170,144,3-2d_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T2,R1,8647.5,0.013986,0.43908,120.943935,0.080882207,247.5387097,2.046722803,3.375368267,NA,NA,NA,NA,NA,NA,NA
4,5,c,0,235,4-5c_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T2,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5,c,85,236,4-5c_85,1953U,1953,Untreated,1953,1,97.26080082,23.08882505,22.14947387,181.9992864,28.12983182,T2,R1,5353.5,0.0094054,0.43355,50.3518089,0.104120922,162.3096774,3.223512342,1.632219644,NA,NA,NA,NA,NA,NA,NA
4,5,c,170,237,4-5c_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T2,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,d,85,10,1-1d_85,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,d,0,11,1-1d_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,d,170,12,1-1d_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,a,85,97,2-4a_85,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,a,0,98,2-4a_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,a,170,99,2-4a_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,d,85,142,3-2d_85,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,d,0,143,3-2d_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,d,170,144,3-2d_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5,c,0,235,4-5c_0,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5,c,85,236,4-5c_85,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5,c,170,237,4-5c_170,1953U,1953,Untreated,1953,1,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,c,0,55,1-5c_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,c,85,56,1-5c_85,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,c,170,57,1-5c_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,a,85,61,2-1a_85,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,a,0,62,2-1a_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,a,170,63,2-1a_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,d,85,154,3-3d_85,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,d,0,155,3-3d_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,d,170,156,3-3d_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,d,85,226,4-4d_85,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,d,0,227,4-4d_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,d,170,228,4-4d_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,c,0,55,1-5c_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T1,V6,356.1,0.017298,0.40901,6.1598178,0.06422854,9.408333333,1.527372016,0.124951443,NA,NA,NA,NA,NA,NA,NA
1,5,c,85,56,1-5c_85,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T1,V6,472.8,0.021112,0.41181,9.9817536,0.070259623,12.65,1.267312389,0.206269226,NA,NA,NA,NA,NA,NA,NA
1,5,c,170,57,1-5c_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T1,V6,582,0.026857,0.41457,15.630774,0.074680856,15.68333333,1.003362555,0.326461149,NA,NA,NA,NA,NA,NA,NA
2,1,a,85,61,2-1a_85,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T1,V6,337.5,0.025471,0.4177,8.5964625,0.063087134,8.891666667,1.034340191,0.176794947,NA,NA,NA,NA,NA,NA,NA
2,1,a,0,62,2-1a_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T1,V6,311.4,0.021376,0.41811,6.6564864,0.061374639,8.166666667,1.226873485,0.13551886,NA,NA,NA,NA,NA,NA,NA
2,1,a,170,63,2-1a_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T1,V6,521.4,0.027821,0.42763,14.5058694,0.072341432,14,0.965126571,0.302527009,NA,NA,NA,NA,NA,NA,NA
3,3,d,85,154,3-3d_85,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T1,V6,1599,0.027503,0.4283,43.977297,0.09618433,43.93333333,0.99900031,0.92957866,NA,NA,NA,NA,NA,NA,NA
3,3,d,0,155,3-3d_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T1,V6,1546.8,0.024082,0.42621,37.2500376,0.095478156,42.48333333,1.140491019,0.786445481,NA,NA,NA,NA,NA,NA,NA
3,3,d,170,156,3-3d_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T1,V6,893.4,0.033229,0.41852,29.6867886,0.083799238,24.33333333,0.819668764,0.625525289,NA,NA,NA,NA,NA,NA,NA
4,4,d,85,226,4-4d_85,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T1,V6,816.3,0.021525,0.42485,17.5708575,0.081878973,22.19166667,1.262981426,0.367739521,NA,NA,NA,NA,NA,NA,NA
4,4,d,0,227,4-4d_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T1,V6,461.4,0.021755,0.42251,10.037757,0.069740322,12.33333333,1.228694153,0.207460787,NA,NA,NA,NA,NA,NA,NA
4,4,d,170,228,4-4d_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T1,V6,225.6,0.027313,0.43276,6.1618128,0.054516879,5.783333333,0.938576604,0.124993889,NA,NA,NA,NA,NA,NA,NA
1,5,c,0,55,1-5c_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T2,R1,3081,0.0088051,0.42433,27.1285131,0.079918441,87.9,3.240133349,0.776618344,NA,NA,NA,NA,NA,NA,NA
1,5,c,85,56,1-5c_85,1961,1961,Treated,1961,2,71.87606544,23.13123215,16.81807757,181.5912817,20.85255784,T2,R1,5724,0.010607,0.43149,60.714468,0.092361136,169.3935484,2.790003009,1.878989422,NA,NA,NA,NA,NA,NA,NA
1,5,c,170,57,1-5c_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T2,R1,5155.5,0.013465,0.43503,69.4188075,0.080790701,147.5322581,2.125249099,1.992149389,NA,NA,NA,NA,NA,NA,NA
2,1,a,85,61,2-1a_85,1961,1961,Treated,1961,2,74.9691927,23.51191646,21.76905819,196.2028199,26.39590547,T2,R1,4149.75,0.011477,0.43335,47.62668075,0.092934736,122.9758065,2.582078039,1.445563639,NA,NA,NA,NA,NA,NA,NA
2,1,a,0,62,2-1a_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T2,R1,2754,0.0086305,0.42203,23.768397,0.080730793,78.79354839,3.315055213,0.633774467,NA,NA,NA,NA,NA,NA,NA
2,1,a,170,63,2-1a_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T2,R1,7836,0.014735,0.4383,115.46346,0.100369121,235.9548387,2.04354554,3.739170022,NA,NA,NA,NA,NA,NA,NA
3,3,d,85,154,3-3d_85,1961,1961,Treated,1961,2,87.68828827,20.85906091,21.64223563,153.6729614,23.51847784,T2,R1,9186,0.012519,0.4378,114.999534,0.064751932,244.7419355,2.128199367,2.630453222,NA,NA,NA,NA,NA,NA,NA
3,3,d,0,155,3-3d_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T2,R1,9058.5,0.0070276,0.43084,63.6595146,0.065463528,242.3129032,3.806389426,0.978128778,NA,NA,NA,NA,NA,NA,NA
3,3,d,170,156,3-3d_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T2,R1,10357.5,0.012731,0.43356,131.8613325,0.090756732,305.2935484,2.315262121,3.784242367,NA,NA,NA,NA,NA,NA,NA
4,4,d,85,226,4-4d_85,1961,1961,Treated,1961,2,76.78400259,19.61641677,17.49004061,121.8317314,23.38761692,T2,R1,6523.5,0.0050007,0.2176692,32.62206645,0.076977199,184.1032258,5.643518202,0.557452183,NA,NA,NA,NA,NA,NA,NA
4,4,d,0,227,4-4d_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T2,R1,3259.5,0.0064673,0.42864,21.08016435,0.072409768,90.26129032,4.281811509,0.40897805,NA,NA,NA,NA,NA,NA,NA
4,4,d,170,228,4-4d_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T2,R1,5350.5,0.011613,0.43426,62.1353565,0.117265992,165.3193548,2.660632596,2.073094211,NA,NA,NA,NA,NA,NA,NA
1,5,c,0,55,1-5c_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,c,85,56,1-5c_85,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
