Rep,Row,Pos,Fert,PlotIndex,PlotID,Plant,Genotype,SeedTreatment,R_Year,ERA,T1_kgdw_ha,T2_kgdw_ha,T3_kgdw_ha,Stover_kgdw_ha,Grain_kgdw_ha,Cob_kgdw_ha,Total_kgdw_ha,T1_FracN.leco,T1_FracC.leco,T2_FracN.leco,T2_FracC.leco,T3_FracN.leco,T3_FracC.leco,Stover_FracN.leco,Stover_FracC.leco,Grain_FracN.leco,Grain_FracC.leco,T2_d15N,T2_X15N_AtPercent,T2_FracN,stover_d15N,stover_X15N_AtPercent,stover_FracN,grain_d15N,grain_X15N_AtPercent,grain_FracN,Stover_FracN_fromSoil,Grain_FracN_fromSoil,T2_FracN_fromSoil,Cob_FracN_fromSoil,Stover_FracN_fromFert,Grain_FracN_fromFert,T2_FracN_fromFert,Cob_FracN_fromFert,T0_BG_activity.g,T0_BX_activity.g,T0_CB_activity.g,T0_LAP_activity.g,T0_NAG_activity.g,T1_BG_activity.g,T1_BX_activity.g,T1_CB_activity.g,T1_LAP_activity.g,T1_NAG_activity.g,T2_BG_activity.g,T2_BX_activity.g,T2_CB_activity.g,T2_LAP_activity.g,T2_NAG_activity.g,T3_BG_activity.g,T3_BX_activity.g,T3_CB_activity.g,T3_LAP_activity.g,T3_NAG_activity.g,T2_kgN_ha,Grain_kgN_ha,Stover_kgN_ha,Cob_kgN_ha,Final_kgN_ha,T1_kgN_ha,T3_kgN_ha,Grain_kgFertN_ha,Grain_kgSoilN_ha,Stover_kgFertN_ha,Stover_kgSoilN_ha,Cob_kgFertN_ha,Cob_kgSoilN_ha,Total_kgFertN_ha,Total_kgSoilN_ha,T2_kgFertN_ha,T2_kgSoilN_ha,NUtE,R_Year.c,PostAnthesis_kgdw_ha,PostAnthesis_kgN_ha,PostAnthesis_N_kgFertN_ha,PostAnthesis_N_kgSoilN_ha
4,3,b,170,208,4-3b_170,1939,1939,Treated,1939,1,305.1,5139,11604,4869.615691,5239.052288,819.223297,10927.89128,0.026877,0.42543,0.012845,0.43736,0.0097629,0.4333,0.0040598,0.45492,0.012876,0.42524,860.7748442,0.679465553,0.013382838,792.7039547,0.654772087,0.003933,842.0937128,0.672689989,0.013086456,0.551752316,0.521433102,0.512689929,0.521433102,0.448247684,0.478566898,0.487310071,0.478566898,NA,NA,NA,NA,NA,131.1072916,23.80246317,22.99487575,46.16137243,22.88537634,NA,NA,NA,NA,NA,94.77464632,24.39401685,29.21953232,194.0688013,38.56280853,66.010455,67.45803726,19.76966578,3.325882741,90.55358578,8.2001727,2.97866079,32.81084671,35.74978054,8.584928622,10.56726989,1.591657387,1.734225355,42.98743271,48.05127579,33.51445995,35.25994453,57.85582363,4,5788.891276,24.54313078,9.47297276,12.79133126
4,3,b,85,209,4-3b_85,1939,1939,Treated,1939,1,333,5706,11979,3079.598669,4202.325774,724.6035743,8006.528017,0.025922,0.42158,0.012084,0.43792,0.0075403,0.4325,0.0040061,0.44613,0.012506,0.43958,471.6106827,0.538126202,0.012313404,500.3878691,0.548591473,0.003605204,548.1322668,0.565949608,0.012406592,0.721452962,0.691479743,0.738760051,0.691479743,0.278547038,0.308520257,0.261239949,0.308520257,NA,NA,NA,NA,NA,104.1964564,20.39073776,18.23437988,62.73321771,29.84794325,73.47867021,19.64070293,19.05093339,177.8155858,29.80635508,100.2518274,24.27398981,29.74323573,190.3942303,35.48289817,68.951304,52.55428613,12.33718023,2.902834379,67.79430074,8.632026,2.5109199,16.08517912,36.05136221,3.092591176,8.009990264,0.895583208,2.007251171,20.07335351,46.06860364,18.35479278,51.90549045,61.98641668,4,2300.528017,-1.157003263,1.71856073,-5.836886806
4,3,b,0,210,4-3b_0,1939,1939,Treated,1939,1,255.6,2790,3438,2742.976483,606.6626891,189.0974164,3538.736589,0.020808,0.4168,0.010778,0.42872,0.0060905,0.42232,0.0051975,0.42806,0.017869,0.44068,16.5901192,0.372357673,0.011153504,12.33176119,0.370803701,0.005388405,12.08058324,0.370712039,0.017412714,1.005598048,1.002510045,1.003904269,1.002510045,-0.005598048,-0.002510045,-0.003904269,-0.002510045,NA,NA,NA,NA,NA,61.14265891,15.29988998,13.93891013,39.96185396,17.77716074,NA,NA,NA,NA,NA,96.56302304,23.00736701,22.87655057,148.9413307,33.35303718,30.07062,10.84045559,14.25662027,0.982833822,26.07990968,5.3185248,1.5567318,-0.02651522,10.59015912,-0.082740648,14.86300884,-0.002466957,0.985300779,-0.111722826,26.43846874,-0.121494135,31.2397703,23.26168673,4,748.7365885,-3.990710316,0.00977131,-4.801301552
1,3,b,85,30,1-3b_85,1939-High,1939,Treated,1939,1,NA,NA,NA,5354.406164,2123.21153,502.0429157,7979.66061,NA,NA,NA,NA,NA,NA,0.0050673,0.43665,0.013936,0.4405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.58907588,27.13238235,2.544002067,59.2654603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8254457,4,NA,NA,NA,NA
2,2,a,85,75,2-2a_85,1939-High,1939,Treated,1939,1,NA,NA,NA,6484.790723,2867.094395,631.4709788,9983.356097,NA,NA,NA,NA,NA,NA,0.0054306,0.44183,0.013911,0.44001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.88415013,35.2163045,3.429266297,78.52972093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.50967253,4,NA,NA,NA,NA
3,5,a,85,170,3-5a_85,1939-High,1939,Treated,1939,1,NA,NA,NA,4521.57352,2953.074633,559.9351467,8034.5833,NA,NA,NA,NA,NA,NA,0.0037403,0.45418,0.012795,0.43361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.78458993,16.91204144,2.094325429,56.7909568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.99902942,4,NA,NA,NA,NA
4,1,c,85,187,4-1c_85,1939-High,1939,Treated,1939,1,NA,NA,NA,3516.959775,2579.884117,586.3954966,6683.239389,NA,NA,NA,NA,NA,NA,0.0039167,0.44764,0.013204,0.43706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.06478988,13.77487635,2.296735242,50.13640147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4573053,4,NA,NA,NA,NA
1,3,b,85,28,1-3b_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,3257.711994,3530.495343,617.082783,7405.29012,NA,NA,NA,NA,NA,NA,0.005058,0.44291,0.01341,0.44367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.34394255,16.47750727,3.121204716,66.94265453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.73909987,4,NA,NA,NA,NA
2,2,a,85,73,2-2a_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,3209.96235,3274.155661,538.3678772,7022.485888,NA,NA,NA,NA,NA,NA,0.0053467,0.47272,0.012192,0.44406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.91850582,17.1627057,2.878491529,59.95970304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.60593523,4,NA,NA,NA,NA
3,5,a,85,169,3-5a_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,2188.7696,4579.826694,764.9114057,7533.5077,NA,NA,NA,NA,NA,NA,0.0051903,0.42353,0.013173,0.43549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.33005704,11.36037085,3.970119669,75.66054756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.53123909,4,NA,NA,NA,NA
4,1,c,85,189,4-1c_85,1939-Low,1939,Treated,1939,1,NA,NA,NA,3623.444569,5395.208444,918.6436,9937.296613,NA,NA,NA,NA,NA,NA,0.0046589,0.44752,0.01305,0.43965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.40747019,16.8812659,4.279868668,91.56860476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.91984985,4,NA,NA,NA,NA
1,4,c,0,43,1-4c_0,1942,1942,Treated,1942,1,240,2101.5,NA,4229.621205,1542.665074,337.92961,6110.215889,0.021099,0.41062,0.011334,0.42471,NA,NA,0.0052651,0.41869,0.01303,0.44402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.818401,20.10092591,22.26937861,1.77923319,44.14953771,5.06376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.94181715,7,4008.715889,20.33113671,NA,NA
1,4,c,85,44,1-4c_85,1942,1942,Treated,1942,1,318.6,5313,NA,4354.830207,3423.041033,607.5077617,8385.379002,0.021967,0.40723,0.013843,0.43392,NA,NA,0.0041155,0.45871,0.010915,0.44276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.21731795,19.60371285,24.4939014,157.6214822,29.70118081,NA,NA,NA,NA,NA,73.547859,37.36249288,17.92230372,2.500198193,57.78499479,6.9986862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.23754161,7,3072.379002,-15.76286421,NA,NA
1,4,c,170,45,1-4c_170,1942,1942,Treated,1942,1,358.8,6012,NA,6005.530115,4558.222053,802.5737102,11366.32588,0.029471,0.41854,0.011925,0.43301,NA,NA,0.005281,0.45725,0.013888,0.44572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.6931,63.30458787,31.71520454,4.238391764,99.25818417,10.5741948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.92288375,7,5354.325878,27.56508417,NA,NA
2,4,b,170,100,2-4b_170,1942,1942,Treated,1942,1,440.7,4755,NA,4654.364586,6217.178844,1260.412526,12131.95596,0.031499,0.4143,0.0178355,0.433165,NA,NA,0.0054091,0.44988,0.01287,0.44499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.8078025,80.01509172,25.17592348,6.817697394,112.0087126,13.8816093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.50620751,7,7376.955956,27.2009101,NA,NA
2,4,b,85,101,2-4b_85,1942,1942,Treated,1942,1,378.6,5398.5,NA,4329.615095,4878.963206,853.7690385,10062.34734,0.025673,0.41668,0.016546,0.43877,NA,NA,0.0038855,0.44906,0.011033,0.44236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.64676988,13.42237954,13.72386361,113.8595581,13.8229804,NA,NA,NA,NA,NA,89.323581,53.82960105,16.82271945,3.317319599,73.9696401,9.7197978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.95899614,7,4663.84734,-15.3539409,NA,NA
2,4,b,0,102,2-4b_0,1942,1942,Treated,1942,1,196.5,1722,NA,3018.153634,1563.152284,405.3697156,4986.675634,0.024494,0.41918,0.01156,0.41855,NA,NA,0.0046495,0.4339,0.010801,0.44002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.90632,16.88360782,14.03290532,1.884766493,32.80127963,4.813071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.65522265,7,3264.675634,12.89495963,NA,NA
3,5,b,170,172,3-5b_170,1942,1942,Treated,1942,1,263.1,7195.5,NA,5053.198169,5839.9486,865.0085078,11758.15528,0.031371,0.41936,0.015136,0.43279,NA,NA,0.0047001,0.44979,0.012137,0.44018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.911088,70.87945616,23.75053671,4.065626488,98.69561936,8.2537101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.17130505,7,4562.655277,-10.21546864,NA,NA
3,5,b,85,173,3-5b_85,1942,1942,Treated,1942,1,225.6,5217,NA,4809.567942,4415.321938,746.5801956,9971.470076,0.029094,0.41848,0.014759,0.43353,NA,NA,0.00342385,0.44551,0.011536,0.43856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.13858656,19.94121673,21.15952647,167.3094608,20.13403573,NA,NA,NA,NA,NA,76.997703,50.93515388,16.4672392,2.556178603,69.95857168,6.5636064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.11338028,7,4754.470076,-7.039131322,NA,NA
3,5,b,0,174,3-5b_0,1942,1942,Treated,1942,1,NA,3088.5,NA,4304.90251,2118.321723,493.570882,6916.795115,NA,NA,0.013244,0.42627,NA,NA,0.0054425,0.42597,0.011986,0.43963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.904094,25.39020417,23.42943191,2.686259525,51.50589561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.12775243,7,3828.295115,10.60180161,NA,NA
4,2,a,85,193,4-2a_85,1942,1942,Treated,1942,1,598.8,4525.5,NA,5114.574145,5481.470383,964.2304253,11560.27495,0.029599,0.42951,0.0052946,0.2160181,NA,NA,0.0040195,0.44176,0.010599,0.44104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.99424746,20.32559809,17.49013936,158.7518969,18.35227956,NA,NA,NA,NA,NA,23.9607123,58.09810459,20.55803078,3.875724194,82.53185956,17.7238812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.41641679,7,7034.774953,58.57114726,NA,NA
4,2,a,0,194,4-2a_0,1942,1942,Treated,1942,1,251.4,2272.5,NA,3794.669502,2072.197492,489.505804,6356.372798,0.021457,0.42602,0.011865,0.4244,NA,NA,0.0052893,0.43025,0.012053,0.43949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9632125,24.97619637,20.0711454,2.589143049,47.63648482,5.3942898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.50021837,7,4083.872798,20.67327232,NA,NA
4,2,a,170,195,4-2a_170,1942,1942,Treated,1942,1,282,5571,NA,3854.488155,5613.724802,1061.127097,10529.34005,0.028079,0.4263,0.015592,0.4324,NA,NA,0.0053136,0.44608,0.012489,0.43887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.863032,70.10980905,20.48120826,5.638404943,96.22942226,7.918278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.33688565,7,4958.340054,9.366390255,NA,NA
1,4,a,85,37,1-4a_85,1953,1953,Treated,1953,1,570.3,4857,9786,4267.726618,5680.35015,971.13752,10919.21429,0.029222,0.42536,0.0098053,0.43517,0.0064663,0.43738,0.003204,0.44155,0.0097835,0.43512,707.5343927,0.623858591,0.008783393,595.3402577,0.583106768,0.003258529,634.670476,0.597396329,0.009868187,0.666289711,0.641382402,0.601632411,0.641382402,0.333710289,0.358617598,0.398367589,0.358617598,NA,NA,NA,NA,NA,61.81809753,13.98120983,11.54319414,35.58706381,16.21771077,69.1733285,21.42874217,17.11624601,178.1489019,17.6905288,102.5140281,26.03076821,27.91099543,208.8780738,23.32548212,47.6243421,55.57370569,13.67379608,3.111524614,72.35902639,16.6653066,3.68773089,20.10222249,35.95253501,4.640745787,9.265765162,1.115847483,1.995677131,25.85881576,47.2139773,16.99473573,25.66620407,78.50230211,18,6062.214288,24.73468429,8.86408003,21.54777324
1,4,a,0,38,1-4a_0,1953,1953,Treated,1953,1,289.8,2719.5,6786,3281.255644,1804.638542,512.7759746,5598.670161,0.020714,0.40547,0.0093064,0.42318,0.0061064,0.42868,0.0046043,0.4417,0.011703,0.44432,22.69199615,0.374584303,0.009417512,24.3592342,0.375192676,0.004704703,19.89016643,0.373561902,0.011505471,0.998583473,0.997969966,1.00034281,0.997969966,0.001416527,0.002030034,-0.00034281,0.002030034,NA,NA,NA,NA,NA,57.3868113,13.89919387,15.10179245,31.19652777,14.13096293,NA,NA,NA,NA,NA,74.32259744,18.69444737,21.25638891,204.1833744,17.03658537,25.3087548,21.11968486,15.10788536,2.36097442,38.58854464,6.0029172,1.76963472,0.042150029,20.72106638,0.021867404,15.41546587,0.004792858,2.356181562,0.06881029,38.49271381,-0.008779674,25.6197022,46.76617268,18,2879.170161,13.27978984,0.077589964,12.87301161
1,4,a,170,39,1-4a_170,1953,1953,Treated,1953,1,454.8,7416,13947,5428.681075,6321.049792,1087.294279,12837.02515,0.023853,0.42165,0.012656,0.43876,0.0091742,0.43619,0.0046755,0.44921,0.013343,0.43817,1040.447765,0.744584963,0.01262086,1052.323325,0.74888605,0.004719524,949.2543566,0.71154413,0.013842546,0.401336909,0.459535101,0.408532432,0.459535101,0.598663091,0.540464899,0.591467568,0.540464899,NA,NA,NA,NA,NA,80.84751262,12.69425648,15.13109411,35.43456342,17.356255,NA,NA,NA,NA,NA,110.1839341,27.49292486,25.95872147,229.1064928,26.26653239,93.856896,84.34176737,25.38179837,5.083644401,114.8072101,10.8483444,4.17242616,47.29036652,40.209056,15.3382217,10.28256892,2.747531356,2.336113045,65.37611958,52.82773796,55.35917463,38.23712313,55.05795136,18,5421.025146,20.95031414,10.01694495,14.59061483
2,5,c,0,115,2-5c_0,1953,1953,Treated,1953,1,397.8,5352,6297,3001.823373,2823.58963,574.5167911,6399.929794,0.022694,0.41591,0.0098962,0.43438,0.006462,0.43059,0.0054898,0.4616,0.01064,0.44325,21.01318815,0.373971701,0.010012818,37.09507492,0.379839721,0.005021929,19.53941282,0.373433909,0.010126953,0.991156443,0.99817387,1.001322657,0.99817387,0.008843557,0.00182613,-0.001322657,0.00182613,NA,NA,NA,NA,NA,148.7680746,29.4193168,39.94235281,68.79435955,31.22254339,NA,NA,NA,NA,NA,83.52694509,19.35486488,17.45855038,163.8572362,23.52244268,52.9644624,30.04299366,16.47940995,3.15398228,49.6763859,9.0276732,2.5705836,0.052217011,28.54214246,0.13331612,14.94162773,0.005759581,3.148222699,0.191292712,46.63199289,-0.070879353,53.65948129,56.83967501,18,1047.929794,-3.288076504,0.262172065,-7.027488397
2,5,c,85,116,2-5c_85,1953,1953,Treated,1953,1,379.2,6858,9780,4212.436096,5774.97137,980.7400663,10968.14753,0.027262,0.41985,0.013587,0.44557,0.0081529,0.43547,0.0038122,0.44868,0.0099473,0.43577,634.2229556,0.597233757,0.013667188,552.5863839,0.567568655,0.003629129,602.2655876,0.585623195,0.01092918,0.691123131,0.660138021,0.644218424,0.660138021,0.308876869,0.339861979,0.355781576,0.339861979,NA,NA,NA,NA,NA,133.0327658,28.10638314,30.24193541,60.32269814,30.71818637,108.7190912,22.97085689,22.19922278,165.9828479,24.83865793,93.92713917,30.17110379,26.3658572,198.3458144,25.20219893,93.179646,57.44537271,16.05864889,3.738777281,77.24279887,10.3377504,3.09157968,21.45062727,41.66507433,4.721947099,10.5655269,1.270668247,2.468109034,27.44324261,54.69871026,33.34725599,60.38231932,74.76388031,18,4110.147532,-15.93684713,-5.904013376,-5.683609053
2,5,c,170,117,2-5c_170,1953,1953,Treated,1953,1,563.7,7453.5,11529,5134.336243,7689.748886,1291.59459,14115.67972,0.029235,0.42697,0.014116,0.44276,0.0099724,0.44097,0.0036579,0.4466,0.011873,0.44241,1098.386683,0.76556574,0.014358573,888.0994983,0.689374421,0.003628223,1010.855899,0.733865767,0.012589709,0.496449957,0.423974807,0.374974001,0.423974807,0.503550043,0.576025193,0.625025999,0.576025193,NA,NA,NA,NA,NA,56.99026982,12.17811857,10.72510613,32.358447,12.93321621,NA,NA,NA,NA,NA,108.0629772,39.98681689,33.98168012,228.1862046,25.83383635,105.213606,91.30038852,18.78088854,4.724523851,114.8058009,16.4797695,5.62144188,55.76597864,41.04572212,9.380390451,9.248126395,2.721444764,2.003079087,67.86781385,52.2969276,66.89129737,40.13032649,66.98049075,18,6662.179719,9.592194918,0.976516483,12.16660112
3,3,a,85,145,3-3a_85,1953,1953,Treated,1953,1,622.2,6622.5,11595,3809.136497,4337.31014,831.1537333,8977.60037,0.027693,0.42412,0.010301,0.43452,0.007488,0.43358,0.0037879,0.44288,0.0095489,0.43714,726.1839803,0.630629368,0.010343804,466.4564403,0.536251549,0.003689001,594.8654151,0.582934222,0.010035694,0.741174952,0.664421787,0.590802657,0.664421787,0.258825048,0.335578213,0.409197343,0.335578213,NA,NA,NA,NA,NA,80.88807959,23.6561195,25.05269301,47.95973185,18.80879106,75.94259457,23.26406133,17.72248706,204.6604798,17.36803732,85.90601593,25.19349672,22.5573237,208.2220571,25.29025584,68.2183725,41.4165408,14.42862814,3.148327226,58.99349616,17.2305846,4.6590336,14.60702073,28.92089662,3.636985846,10.4149225,1.056510025,2.091817201,19.3005166,41.42763632,28.03077173,40.47107026,73.52183584,18,2355.10037,-9.224876341,-8.730255132,0.956566063
3,3,a,0,146,3-3a_0,1953,1953,Treated,1953,1,229.5,2958,6183,3365.31022,2769.679208,618.6783429,6753.667771,0.022803,0.41551,0.0084448,0.4242,0.0065161,0.41938,0.0037652,0.44805,0.010088,0.43982,28.12127388,0.376565411,0.008838965,18.90253504,0.373201506,0.003797237,15.72189987,0.372040844,0.010112282,1.001765813,1.000393143,0.997174057,1.000393143,-0.001765813,-0.000393143,0.002825943,-0.000393143,NA,NA,NA,NA,NA,65.57475213,20.96838005,16.36252132,41.26991435,16.45602145,NA,NA,NA,NA,NA,91.21338109,29.86832808,28.10019714,195.5817977,30.94580732,24.9797184,27.94052385,12.67106604,2.329447697,42.94103759,5.2332885,1.49544495,-0.011011062,28.01878826,-0.022565112,12.8014456,-0.000915806,2.330363503,-0.03449198,43.15059736,0.073886138,26.07177233,64.49958743,18,3795.667771,17.96131919,-0.108378118,17.07882503
3,3,a,170,147,3-3a_170,1953,1953,Treated,1953,1,968.1,6241.5,10833,6168.806059,7995.948886,1401.71265,15566.4676,0.029642,0.42609,0.012403,0.44362,0.008238,0.43875,0.0049993,0.44583,0.011165,0.42735,1045.650792,0.74646944,0.013577577,879.927778,0.686411279,0.00527734,984.211276,0.724212182,0.011880672,0.501185729,0.439353801,0.40551824,0.439353801,0.498814271,0.560646199,0.59448176,0.560646199,NA,NA,NA,NA,NA,75.89496755,19.41658615,22.23185918,54.87685107,24.14839877,NA,NA,NA,NA,NA,108.4592796,27.15460686,30.44348768,196.5321582,30.87547059,77.4133245,89.27476931,30.83971213,7.007582051,127.1220635,28.6964202,7.9752078,53.25984491,41.73740113,16.23884222,16.31604475,3.928774241,3.07880781,73.42746137,61.13225369,50.37902793,34.36541891,62.8997726,18,9324.967595,49.70873899,23.04843344,26.76683478
4,1,b,170,184,4-1b_170,1953,1953,Treated,1953,1,180.6,6360,10797,5178.419869,5958.630506,1044.743125,12181.7935,0.033888,0.42137,0.0145742,3.97E-05,0.0090916,0.43546,0.0044085,0.45525,0.01688,0.45206,1155.051531,0.786076574,0.0145742,876.4470019,0.685149063,0.004588788,953.5753579,0.713110195,0.01165711,0.503203036,0.457040225,0.342167237,0.457040225,0.496796964,0.542959775,0.657832763,0.542959775,NA,NA,NA,NA,NA,88.31789668,21.33633164,17.91536281,46.09274995,21.78895477,NA,NA,NA,NA,NA,98.9713518,28.37440486,28.30748409,222.7300283,30.60268551,92.691912,100.5816829,22.82906399,4.605750067,128.016497,6.1201728,1.64194296,37.71420929,31.74620197,11.8052228,11.95744816,2.500737021,2.105013045,52.02016911,45.80866317,60.9757766,31.7161354,46.54580187,18,5821.7935,35.324585,-8.95560749,14.09252777
4,1,b,85,185,4-1b_85,1953,1953,Treated,1953,1,269.7,5202,9603,3581.348194,3038.543416,658.0051833,7277.896793,0.030474,0.42091,0.010925,0.4341,0.0073445,0.43421,0.0051192,0.44521,0.011403,0.44154,669.2981858,0.60997396,0.011244494,579.4771474,0.577342177,0.005388999,520.5064171,0.555906588,0.011284619,0.675502832,0.707479141,0.623840666,0.707479141,0.324497168,0.292520859,0.376159334,0.292520859,NA,NA,NA,NA,NA,86.65202714,19.74860081,20.60627475,57.87997952,27.26368659,128.4536964,23.39395937,30.23594598,168.8379054,28.00228526,98.72871165,25.13350725,30.17409898,227.3326605,24.49404535,56.83185,34.64851057,18.33363767,3.368460134,56.35060838,8.2188378,1.98081165,10.03019063,24.25861414,6.262757003,13.03712483,0.985344852,2.383115282,17.27829248,39.67885425,22.00300961,36.49084557,53.92210489,18,2075.896793,-0.481241618,-4.724717131,3.188008679
4,1,b,0,186,4-1b_0,1953,1953,Treated,1953,1,381,4387.5,7221,2584.999105,2944.325646,634.0099004,6163.334651,0.022858,0.42072,0.012794,0.42487,0.0060737,0.43267,0.0032189,0.43488,0.01688,0.43499,45.80248863,0.383016627,0.009452728,15.67055244,0.372022106,0.003258253,21.28137386,0.374069563,0.009886481,1.003650761,0.997161219,0.986855436,0.997161219,-0.003650761,0.002838781,0.013144564,0.002838781,NA,NA,NA,NA,NA,94.75993049,19.36269501,27.66074676,56.61070608,25.64171415,NA,NA,NA,NA,NA,132.6019064,37.99273726,44.59597029,224.1397423,42.7616713,56.133675,49.7002169,8.320853619,2.040814468,60.06188499,8.708898,2.3140797,0.082634145,29.02638541,-0.03074883,8.453329919,0.005793426,2.035021042,0.057678742,39.51473637,0.545155593,40.92868851,49.02153248,18,1775.834651,3.928209992,-0.487476851,-1.413952134
