Rep,Row,Pos,Fert,PlotIndex,PlotID,Plant,Genotype,SeedTreatment,R_Year,ERA,T1_kgdw_ha,T2_kgdw_ha,T3_kgdw_ha,Stover_kgdw_ha,Grain_kgdw_ha,Cob_kgdw_ha,Total_kgdw_ha,T1_FracN.leco,T1_FracC.leco,T2_FracN.leco,T2_FracC.leco,T3_FracN.leco,T3_FracC.leco,Stover_FracN.leco,Stover_FracC.leco,Grain_FracN.leco,Grain_FracC.leco,T2_d15N,T2_X15N_AtPercent,T2_FracN,stover_d15N,stover_X15N_AtPercent,stover_FracN,grain_d15N,grain_X15N_AtPercent,grain_FracN,Stover_FracN_fromSoil,Grain_FracN_fromSoil,T2_FracN_fromSoil,Cob_FracN_fromSoil,Stover_FracN_fromFert,Grain_FracN_fromFert,T2_FracN_fromFert,Cob_FracN_fromFert,T0_BG_activity.g,T0_BX_activity.g,T0_CB_activity.g,T0_LAP_activity.g,T0_NAG_activity.g,T1_BG_activity.g,T1_BX_activity.g,T1_CB_activity.g,T1_LAP_activity.g,T1_NAG_activity.g,T2_BG_activity.g,T2_BX_activity.g,T2_CB_activity.g,T2_LAP_activity.g,T2_NAG_activity.g,T3_BG_activity.g,T3_BX_activity.g,T3_CB_activity.g,T3_LAP_activity.g,T3_NAG_activity.g,T2_kgN_ha,Grain_kgN_ha,Stover_kgN_ha,Cob_kgN_ha,Final_kgN_ha,T1_kgN_ha,T3_kgN_ha,Grain_kgFertN_ha,Grain_kgSoilN_ha,Stover_kgFertN_ha,Stover_kgSoilN_ha,Cob_kgFertN_ha,Cob_kgSoilN_ha,Total_kgFertN_ha,Total_kgSoilN_ha,T2_kgFertN_ha,T2_kgSoilN_ha,NUtE,R_Year.c,PostAnthesis_kgdw_ha,PostAnthesis_kgN_ha,PostAnthesis_N_kgFertN_ha,PostAnthesis_N_kgSoilN_ha
4,2,d,170,204,4-2d_170,1975,1975,Treated,1975,2,292.8,5832,NA,3209.003324,5957.434992,979.8865067,10146.32482,0.025114,0.42167,0.014468,0.43427,NA,NA,0.004071,0.44739,0.011817,0.43879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.377376,70.3990093,13.06385253,3.989117969,87.4519798,7.3533792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.12235704,40,4314.324823,3.074603801,NA,NA
1,2,c,0,19,1-2c_0,1984,1984,Treated,1984,2,200.4,2413.5,5016,3764.959591,2589.426648,522.4785475,6876.864787,0.020894,0.39796,0.00944505,0.4222,0.0063959,0.42767,0.0047107,0.42949,0.0097691,0.43974,15.0550744,0.371797506,0.00961741,13.79706804,0.37133843,0.004480407,12.33923006,0.370806426,0.009262687,1.00474343,1.002359677,1.004800248,1.002359677,-0.00474343,-0.002359677,-0.004800248,-0.002359677,NA,NA,NA,NA,NA,99.08936979,24.11960599,21.98506245,53.91705831,23.86412762,NA,NA,NA,NA,NA,122.8771447,29.81498776,31.77333967,193.3270487,27.17185019,22.79562818,25.29636787,17.73559515,2.461239694,45.49320271,4.1871576,1.28173836,-0.056596978,24.04164553,-0.08001479,16.9485661,-0.005807732,2.467047426,-0.142419501,43.45725905,-0.111421527,23.32304056,56.91897897,49,4463.364787,22.69757453,-0.030997973,20.13421849
1,2,c,85,20,1-2c_85,1984,1984,Treated,1984,2,190.8,5143.5,8466,3340.819336,4062.103045,671.6133882,8074.535769,0.024618,0.41398,0.010947,0.43558,0.0070349,0.43544,0.0041155,0.42531,0.010147,0.43871,666.0964618,0.60881115,0.01140551,403.4690638,0.513336659,0.003975415,501.2607933,0.548908891,0.010054113,0.777798131,0.718627076,0.625700562,0.718627076,0.222201869,0.281372924,0.374299438,0.281372924,NA,NA,NA,NA,NA,65.94436208,17.43092146,13.43597073,30.97003686,14.82589873,57.55633707,14.67688639,10.90388087,133.0995401,14.75658544,85.94894697,25.46508868,17.72581176,214.753638,20.07166159,56.3058945,41.2181596,13.74914198,2.764024899,57.73132647,4.6971144,1.34225892,11.49150741,29.34933562,2.951094858,10.33004844,0.777721767,1.986303132,15.22032404,41.6656872,21.95799232,36.70624836,70.36219836,49,2931.035769,1.425431974,-6.737668289,4.959438836
1,2,c,170,21,1-2c_170,1984,1984,Treated,1984,2,340.5,7275,9735,4464.355398,5753.745349,944.89056,11162.99131,0.030523,0.42156,0.012073,0.43816,0.0077708,0.43658,0.0038146,0.45475,0.012997,0.44182,1111.704107,0.770386977,0.012004096,981.901183,0.723375126,0.003780765,1059.844175,0.751609753,0.012558561,0.442109138,0.395707105,0.367262506,0.395707105,0.557890862,0.604292895,0.632737494,0.604292895,NA,NA,NA,NA,NA,58.74892437,14.88081474,12.80991584,35.27144133,17.11669789,NA,NA,NA,NA,NA,122.4472902,29.78626995,34.33706089,230.1577335,36.04490727,87.831075,74.7814283,17.0297301,3.60437953,95.41553793,10.3930815,2.6459574,43.66545468,28.59330439,9.416460577,7.46221806,2.17810094,1.42627859,55.2600162,37.48180104,55.25683776,32.07296064,60.30197464,49,3887.991307,7.584462932,0.003178438,5.408840395
2,5,a,85,109,2-5a_85,1984,1984,Treated,1984,2,327.3,6984,9444,3907.525395,4855.6876,830.3583709,9593.571366,0.026012,0.42493,0.011021,0.44214,0.0063257,0.43708,0.0040605,0.44504,0.0094415,0.43865,673.5337336,0.611512197,0.011898445,433.2269569,0.524163935,0.003846799,469.2592262,0.537270961,0.01011203,0.760493695,0.737167303,0.621380279,0.737167303,0.239506305,0.262832697,0.378619721,0.262832697,NA,NA,NA,NA,NA,48.87785932,17.50806091,13.75892497,23.72240978,9.910274626,76.89450896,13.35775033,14.84063565,108.2040838,18.83130832,86.90079937,26.08305864,19.71748935,198.1861047,24.57936987,76.970664,45.84497448,15.86650687,3.371670165,65.08315151,8.5137276,2.07040161,12.90531109,36.19554759,3.600130595,11.43133419,0.886185161,2.485485004,17.39162685,50.11236678,31.46282174,51.63591814,74.60744429,49,2609.571366,-11.88751249,-14.07119489,-1.523551364
2,5,a,0,110,2-5a_0,1984,1984,Treated,1984,2,245.1,4581,4809,2794.19444,2672.690441,515.9402423,5982.825123,0.021826,0.41512,0.0094383,0.43372,0.005485,0.42708,0.0043445,0.46283,0.0099291,0.43806,23.02681118,0.374706477,0.009564499,36.64247104,0.37967458,0.004054667,NA,NA,NA,0.991420376,NA,1.000147394,NA,0.008579624,NA,-0.000147394,NA,NA,NA,NA,NA,NA,55.49360786,14.58198471,13.3975333,30.50374252,14.38587592,NA,NA,NA,NA,NA,43.35952597,14.74930027,10.53877367,166.3264065,14.29337363,43.2368523,26.53741066,12.13937774,2.241502383,40.91829078,5.3495526,1.3443735,NA,NA,0.09720309,11.2323249,NA,NA,NA,NA,-0.006458042,43.82142796,65.31774397,49,1401.825123,-2.318561515,NA,NA
2,5,a,170,111,2-5a_170,1984,1984,Treated,1984,2,397.8,6285,12918,4965.543466,7822.940078,1158.231235,13946.71478,0.025625,0.42111,0.012888,0.43873,0.0092093,0.43797,0.0039819,0.45092,0.011027,0.44201,1083.095121,0.760029238,0.013504342,813.9375444,0.662476124,0.004119539,985.8847214,0.724818541,0.011164309,0.539439522,0.438387819,0.383829551,0.438387819,0.460560478,0.561612181,0.616170449,0.561612181,NA,NA,NA,NA,NA,42.50030169,11.48471168,10.90916835,23.08143172,9.630750182,NA,NA,NA,NA,NA,93.57801651,21.16111992,19.19853305,146.9921118,20.57104506,81.00108,86.26356024,19.77229753,4.611960955,110.6478187,10.193625,3.66345954,49.04992761,38.28779271,9.421109981,11.03463998,2.590133452,2.021827503,61.06117105,51.34426019,52.29733714,32.57745233,70.7012589,49,7661.714779,29.64673872,8.763833903,18.76680787
3,1,c,0,127,3-1c_0,1984,1984,Treated,1984,2,717.9,6379.5,12513,4422.270693,5262.210283,882.6303293,10567.11131,0.021617,0.42803,0.0089751,0.43132,0.0061846,0.4353,0.003846,0.44884,0.0098678,0.43337,28.69956181,0.37677642,0.008864186,19.63132536,0.373467449,0.003796935,17.8255208,0.37280849,0.009855898,1.001340776,0.999170217,0.996836551,0.999170217,-0.001340776,0.000829783,0.003163449,0.000829783,NA,NA,NA,NA,NA,50.88684875,10.52587174,8.996744351,36.08174318,14.11068325,NA,NA,NA,NA,NA,78.48752341,22.13085508,22.79175247,173.4746237,33.02688182,57.25665045,51.92643863,17.00805309,3.394596246,72.32908796,15.5188443,4.43992434,0.043035723,51.82077208,-0.022513066,16.81358744,0.002816779,3.391779467,0.023339436,72.02613899,0.178890088,56.3701845,72.75372096,49,4187.611305,15.07243751,-0.155550652,15.65595449
3,1,c,85,128,3-1c_85,1984,1984,Treated,1984,2,601.5,6339,9240,5080.188625,7139.882497,1082.509756,13302.58088,0.028729,0.42598,0.0099498,0.44012,0.0071656,0.43628,0.0033792,0.44906,0.010575,0.4356,451.1595406,0.530687488,0.009688658,592.7466165,0.582164295,0.00336218,602.285267,0.585630346,0.010788112,0.667795996,0.660126629,0.75065816,0.660126629,0.332204004,0.339873371,0.24934184,0.339873371,NA,NA,NA,NA,NA,63.92827251,21.38746804,18.92373911,31.21434794,13.10105015,118.0983539,22.4954398,24.22771188,168.5686876,29.97363164,87.91715757,24.32273675,20.54802631,184.5331911,32.97662728,63.0717822,75.50425741,17.1669734,3.658016967,96.32924777,17.2804935,4.3101084,26.17903602,50.84681602,5.674213342,11.40629525,1.243262559,2.414754408,33.09651192,64.66786568,15.31367893,46.10272413,74.11957076,49,6963.580878,33.25746557,17.78283299,18.56514155
3,1,c,170,129,3-1c_170,1984,1984,Treated,1984,2,690.3,7057.5,16041,6175.55426,8687.74376,1269.69669,16132.99471,0.031533,0.41187,0.015044,0.44578,0.0098646,0.43923,0.0047694,0.45271,0.012138,0.43396,883.0442925,0.687541377,0.015373291,765.2647835,0.644814753,0.004977119,850.8959125,0.675882623,0.012419735,0.567666389,0.51634696,0.499772772,0.51634696,0.432333611,0.48365304,0.500227228,0.48365304,NA,NA,NA,NA,NA,61.50380184,10.93167426,11.90078895,37.65629431,14.75304415,NA,NA,NA,NA,NA,103.6461708,31.04874411,30.23343627,197.3823897,33.72783451,106.17303,105.4518338,29.45368849,6.055691393,140.9612136,21.7672299,6.80953338,52.18590917,55.71356608,13.28840839,17.44806005,2.928853549,3.126837844,68.40317111,76.28846397,54.27315416,54.22384707,61.63215778,49,9075.49471,34.78818364,14.13001695,22.0646169
4,4,a,85,217,4-4a_85,1984,1984,Treated,1984,2,1180.5,8137.5,16662,6643.372714,8236.773265,1253.888862,16134.03484,0.025288,0.42683,0.010812,0.44064,0.0069891,0.43673,0.0041324,0.89882,0.010367,0.43235,499.3243292,0.548204739,0.01025764,380.9666345,0.505147686,0.004298978,447.7262316,0.529438578,0.010469294,0.790885963,0.749644966,0.722639586,0.749644966,0.209114037,0.250355034,0.277360414,0.250355034,NA,NA,NA,NA,NA,109.6676466,22.67609668,20.41259115,39.90715659,19.57207269,59.28800129,17.93663496,12.352564,156.91304,19.22640255,83.82872462,24.2135839,27.50630027,228.3921037,26.93491632,87.98265,85.39062844,27.4530734,5.181570333,118.0252722,29.852484,8.25063255,21.58891598,64.64428494,5.972236908,22.58747624,1.297232219,3.884338115,28.8583851,91.11609929,23.1517024,60.3198431,69.78821665,49,7996.534841,30.04262217,5.706682701,30.7962562
4,4,a,0,218,4-4a_0,1984,1984,Treated,1984,2,849.9,7390.5,7359,4565.914115,5510.986701,846.0270107,10922.92783,0.02405,0.41754,0.00715265,0.430605,0.0064618,0.43215,0.0037592,0.44139,0.009315,0.43677,30.16292538,0.377310377,0.007588559,23.8047124,0.374990332,0.003617989,23.18602703,0.374764575,0.009299991,0.998906864,0.996054004,0.995982496,0.996054004,0.001093136,0.003945996,0.004017504,0.003945996,NA,NA,NA,NA,NA,103.8656768,24.74734666,21.65212284,43.31643914,21.04731494,NA,NA,NA,NA,NA,80.12815683,22.83885888,22.76421074,229.2406069,22.89231242,52.86165983,51.33484112,17.16418434,3.180384739,71.6794102,20.440095,5.49188382,0.202240666,51.04988605,0.018057977,16.50136907,0.012549784,3.167834954,0.232848427,70.71909008,0.22531465,55.85793064,76.88381762,49,3532.427827,18.81775037,0.007533777,14.86115944
4,4,a,170,219,4-4a_170,1984,1984,Treated,1984,2,1324.2,8833.5,17961,5289.476136,8196.806304,1167.98972,14654.27216,0.028757,0.42469,0.012947,0.44452,0.010691,0.43621,0.0051916,0.45203,0.012085,0.44071,853.1149443,0.676687453,0.013108993,892.6587157,0.691027558,0.004715018,888.7646421,0.6896156,0.012164231,0.49380787,0.494469143,0.517133457,0.494469143,0.50619213,0.505530857,0.482866543,0.505530857,NA,NA,NA,NA,NA,122.0282099,28.35926474,30.38741698,49.07650719,23.80746449,NA,NA,NA,NA,NA,89.80097809,26.93370495,29.45031414,199.7115562,36.42862688,114.3673245,99.05840418,27.46084431,6.06373543,132.5829839,38.0800194,14.1570222,50.40539255,49.3024528,12.62441915,12.31555604,3.065405371,2.998330059,66.09521707,64.6163389,55.91511982,59.88316985,61.82396912,49,5820.77216,18.21565942,10.18009725,4.73316905
1,1,a,85,1,1-1a_85,1991,1991,Treated,1991,3,866.4,5404.5,NA,6824.7389,5011.150363,886.3396492,12722.22891,0.022496,0.41834,0.0087258,0.43548,NA,NA,0.0060901,0.44005,0.0095274,0.43863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.09652727,22.76241811,16.67560486,192.7325761,18.61650773,NA,NA,NA,NA,NA,47.1585861,47.74323397,41.56334237,5.397897098,94.70447344,19.4905344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.91355499,56,7317.728912,47.54588734,NA,NA
1,1,a,0,2,1-1a_0,1991,1991,Treated,1991,3,384.9,5139.6,NA,4146.900191,2796.238631,550.2487686,7493.387591,0.020186,0.42023,0.0094898,0.4342,NA,NA,0.0050556,0.44224,0.0090505,0.43803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.77377608,25.30735773,20.96506861,2.781837675,49.05426401,7.7695914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.00296778,56,2353.787591,0.28048793,NA,NA
1,1,a,170,3,1-1a_170,1991,1991,Treated,1991,3,372,5908.8,NA,8481.957393,8782.695998,1400.352513,18665.0059,0.031691,0.4142,0.015991,0.44085,NA,NA,0.0065235,0.46886,0.010111,0.44169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4876208,88.80183924,55.33204905,9.135199619,153.2690879,11.789052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.30246143,56,12756.2059,58.78146711,NA,NA
2,1,b,170,64,2-1b_170,1991,1991,Treated,1991,3,385.8,7024.5,NA,6812.996741,7235.411973,1161.556642,15209.96536,0.026288,0.41498,0.017505,0.44998,NA,NA,0.0056402,0.4506,0.010451,0.44066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.9638725,75.61729053,38.42666422,6.551411772,120.5953665,10.1419104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.99742927,56,8185.465356,-2.368505979,NA,NA
2,1,b,85,65,2-1b_85,1991,1991,Treated,1991,3,404.7,5847,NA,9526.028056,5306.658095,986.2494061,15818.93556,0.023814,0.41942,0.011778,0.43233,NA,NA,0.0043837,0.44868,0.0089225,0.43936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.2999544,16.71006067,18.20955532,148.3935596,24.01619109,NA,NA,NA,NA,NA,68.865966,47.34865685,41.75924919,4.323421522,93.43132756,9.6375258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.79741724,56,9971.935557,24.56536156,NA,NA
2,1,b,0,66,2-1b_0,1991,1991,Treated,1991,3,242.1,2655,NA,4248.72665,2830.734636,587.931904,7667.39319,0.022392,0.42019,0.011022,0.4254,NA,NA,0.0045823,0.43862,0.0095405,0.44008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.26341,27.00662379,19.46894013,2.694080364,49.16964429,5.4211032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5707772,56,5012.39319,19.90623429,NA,NA
3,3,c,0,151,3-3c_0,1991,1991,Treated,1991,3,807.6,7087.5,NA,5317.820065,6135.512193,989.3962748,12442.72853,0.020314,0.41468,0.00458785,0.2172667,NA,NA,0.0039377,0.45223,0.0092699,0.43444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.51638688,56.87558448,20.93998007,3.895945711,81.71151026,16.4055864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.0874898,56,5355.228533,49.19512338,NA,NA
3,3,c,85,152,3-3c_85,1991,1991,Treated,1991,3,685.8,7575,NA,6181.889271,8125.716464,1254.148219,15561.75395,0.028154,0.4179,0.017113,0.44075,NA,NA,0.0049984,0.45468,0.010555,0.43652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.38811458,27.58537192,25.61745736,219.4473516,23.3118862,NA,NA,NA,NA,NA,129.630975,85.76693728,30.89955533,6.268734458,122.9352271,19.3080132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.09754305,56,7986.753954,-6.695747932,NA,NA
3,3,c,170,153,3-3c_170,1991,1991,Treated,1991,3,705.3,11085,NA,8633.667855,11171.83105,1756.04661,21561.54552,0.032193,0.41615,0.013862,0.44063,NA,NA,0.0065377,0.45306,0.010642,0.43557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.66027,118.890626,56.44433034,11.48050592,186.8154623,22.7057229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.80142603,56,10476.54552,33.15519229,NA,NA
4,3,a,85,205,4-3a_85,1991,1991,Treated,1991,3,447,5911.5,NA,4772.353502,5721.83728,1057.036662,11551.22744,0.024806,0.42232,0.013707,0.44001,NA,NA,0.0043578,0.44485,0.0092305,0.43607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.86845833,18.85995051,15.11507708,141.1686738,21.66169325,NA,NA,NA,NA,NA,81.0289305,52.81541901,20.79696209,4.606354366,78.21873547,11.088282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.15174869,56,5639.727444,-2.81019503,NA,NA
4,3,a,0,206,4-3a_0,1991,1991,Treated,1991,3,483,3372,NA,2953.542976,3918.452403,699.3721217,7571.367501,0.023598,0.42635,0.010132,0.43015,NA,NA,0.005342,0.44307,0.008941,0.43279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.165104,35.03488294,15.77782658,3.736045874,54.54875539,11.397834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.83394699,56,4199.367501,20.38365139,NA,NA
4,3,a,170,207,4-3a_170,1991,1991,Treated,1991,3,713.4,7375.5,NA,4895.336927,8953.875727,1408.790318,15258.00297,0.027724,0.42864,0.0132115,0.437725,NA,NA,0.0054053,0.45422,0.010027,0.43987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.44141825,89.78051191,26.46076469,7.614934306,123.8562109,19.7783016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.29250484,56,7882.502972,26.41479266,NA,NA
1,4,b,170,40,1-4b_170,2001,2001,Treated,2001,3,614.7,5851.5,13242,8004.208064,10309.38026,1694.702363,20008.29069,0.027156,0.42344,0.012537,0.44118,0.0084593,0.43906,0.0040792,0.45387,0.012462,0.4357,1049.329234,0.747801687,0.012721835,1038.812669,0.743992735,0.004047238,1030.253962,0.740892677,0.01201706,0.409157534,0.412780333,0.403387331,0.412780333,0.590842466,0.587219667,0.596612669,0.587219667,NA,NA,NA,NA,NA,72.05838912,16.16870683,15.53759015,41.40068281,19.92864824,NA,NA,NA,NA,NA,102.9672188,34.11889009,29.48905512,245.7134374,22.76916387,73.3602555,128.4754968,32.65076553,6.913029879,168.0392922,16.6927932,5.19993171,72.74972921,51.13871193,19.14030331,13.25463172,4.059467107,2.853562772,95.94949963,67.24690643,44.41293142,30.02888608,61.35100978,66,14156.79069,94.67903671,51.53656821,37.21802035
1,4,b,85,41,1-4b_85,2001,2001,Treated,2001,3,454.2,8274,10038,4501.66843,6073.815744,967.7725251,11543.2567,0.024509,0.43649,0.010519,0.43761,0.0077558,0.433,0.0039497,0.44592,0.0089483,0.44166,648.5920705,0.602453375,0.010586793,483.9049069,0.542597457,0.003949799,603.7300455,0.586155312,0.009837726,0.731032756,0.659290313,0.635869725,0.659290313,0.268967244,0.340709687,0.364130275,0.340709687,NA,NA,NA,NA,NA,76.971878,15.50770752,14.67478556,35.56934559,17.22164917,63.66424593,14.98754046,14.47025691,143.043459,17.95044528,89.58990342,22.74405188,25.43944072,210.7008555,20.80158691,87.034206,54.35032542,17.7802398,3.822411142,75.95297636,11.1319878,3.52268436,20.35826647,39.39426556,4.782421972,12.99826349,1.302332503,2.520078639,26.44302095,54.91260769,31.89603702,55.69908826,79.96810704,66,3269.256699,-11.08122964,-5.453016073,-0.786480576
1,4,b,0,42,1-4b_0,2001,2001,Treated,2001,3,291.6,3796.5,9462,4262.889798,2649.399021,455.4619529,7367.750772,0.01895,0.41287,0.0086567,0.42205,0.0064777,0.4299,0.0039355,0.43757,0.0108,0.43965,16.68692481,0.372392999,0.008364278,15.53259345,0.371971762,0.003679241,12.64688195,0.370918697,0.010753984,1.003731222,1.00218082,1.003847766,1.00218082,-0.003731222,-0.00218082,-0.003847766,-0.00218082,NA,NA,NA,NA,NA,63.29524291,17.04117856,13.62926763,35.16869305,16.51682434,NA,NA,NA,NA,NA,79.30391104,20.36724068,16.91162564,179.5859624,25.7897347,32.86516155,28.61350943,16.7766028,1.792470516,47.18258274,5.52582,1.88889732,-0.062135041,28.55372972,-0.058521221,15.74271801,-0.003909056,1.796379571,-0.124565318,46.09282731,-0.12218574,31.87716717,56.15205584,66,3571.250772,14.31742119,-0.002379578,14.21566014
2,2,d,85,82,2-2d_85,2001,2001,Treated,2001,3,657.3,5352,14331,4314.628381,5927.903838,994.0338043,11236.56602,0.022355,0.42061,0.0099164,0.44033,0.0071607,0.44022,0.0035315,0.45126,0.0094239,0.43914,612.4546727,0.589325326,0.010348279,631.2044532,0.596137209,0.003563952,610.4672528,0.588603235,0.009587402,0.645464118,0.65539056,0.656867838,0.65539056,0.354535882,0.34460944,0.343132162,0.34460944,NA,NA,NA,NA,NA,74.2758726,19.80066784,19.87053134,52.40149298,21.60594892,59.66606955,17.14114272,14.09907428,157.9070153,23.9793417,85.71751792,23.85807258,26.0267811,171.7417881,24.63177027,53.0725728,55.86397298,15.23711013,3.51043038,74.61151349,14.6939415,4.70672811,19.58525624,37.24794087,5.451743796,9.925384652,1.209727448,2.300702932,26.24672749,49.47402845,19.00402794,36.37996127,79.45025588,66,5884.566023,21.53894069,7.242699549,13.09406718
2,2,d,0,83,2-2d_0,2001,2001,Treated,2001,3,952.5,7716,10170,4275.570132,4302.532918,708.66792,9286.77097,0.025256,0.04183,0.0095299,0.43332,0.006237,0.4314,0.0029553,0.47363,0.0090662,0.43744,15.70435435,0.372034441,0.009620909,21.40741065,0.374115554,0.002652306,17.9532392,0.372855096,0.009116405,1.000304957,0.999095969,1.004421274,0.999095969,-0.000304957,0.000904031,-0.004421274,0.000904031,NA,NA,NA,NA,NA,51.61838325,14.01094393,15.9923772,38.35695944,14.76891665,NA,NA,NA,NA,NA,92.00868527,22.74876248,27.99652389,180.2841648,23.64306273,73.5327084,39.00762394,12.63559241,2.094326304,53.73754266,24.05634,5.9407425,0.035459368,39.18817324,-0.003458253,11.34357857,0.001893335,2.092432969,0.03389445,52.62418477,-0.328212989,74.56314683,80.06568044,66,1570.77097,-19.79516574,0.362107439,-21.93896206
2,2,d,170,84,2-2d_170,2001,2001,Treated,2001,3,473.1,7053,15597,7450.557509,10483.39785,1699.716927,19633.67229,0.028298,0.4264,0.014812,0.44125,0.009003,0.4395,0.0044388,0.44393,0.013697,0.43347,894.5529162,0.691714365,0.014731427,787.5933522,0.652917664,0.004150477,837.637812,0.671073717,0.013387631,0.554716104,0.524007963,0.493098142,0.524007963,0.445283896,0.475992037,0.506901858,0.475992037,NA,NA,NA,NA,NA,42.2708231,7.978784261,7.814148636,25.6885634,10.04676253,NA,NA,NA,NA,NA,83.37839345,22.79157854,24.87914146,184.9263556,22.20708934,104.469036,143.5911004,33.07153467,7.544703496,184.2073385,13.3877838,4.2593193,66.80446477,73.54339728,13.7696776,17.15368998,3.591218787,3.953484709,84.16536115,94.65057196,52.66748559,51.23326905,56.9108589,66,12580.67229,79.73830252,31.49787557,43.41730292
3,1,d,85,130,3-1d_85,2001,2001,Treated,2001,3,1367.4,10873.5,17595,5657.163242,8138.057426,1313.847826,15109.06849,0.027971,0.42567,0.01228,0.44145,0.0080298,0.43675,0.0035655,0.44288,0.010562,0.43703,402.5887658,0.513016331,0.012238146,368.1512939,0.500483388,0.003448381,484.2845073,0.542735507,0.010848854,0.798340567,0.72846181,0.778922905,0.72846181,0.201659433,0.27153819,0.221077095,0.27153819,NA,NA,NA,NA,NA,73.56456955,13.99858832,13.25721925,38.32098993,16.47404451,118.3420824,15.36495966,18.471089,112.5969293,20.60420185,92.95870394,24.39743877,25.06549481,169.7721739,24.47916251,133.52658,85.95416253,20.17061554,4.684524424,110.8093025,38.2475454,10.97994852,23.97372579,64.31487106,3.933983163,15.57407107,1.272027283,3.41249714,29.17973624,83.30143928,29.41905638,103.6524241,73.4420057,66,4235.568494,-22.7172775,-0.239320141,-20.35098487
